Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 02:22:10.672000,SAI,55,0 days 00:01:26.278000,34.0,3.0,,,0 days 00:00:27.946000,0 days 00:00:29.660000,0 days 00:00:28.672000,0 days 02:21:12.445000,0 days 02:21:42.105000,0 days 02:22:10.777000,297.0,310.0,312.0,313.0,False,MEDIUM,7.0,True,Williams,0 days 02:20:44.394000,,1,15.0,,,False,True
0 days 02:23:36.796000,SAI,55,0 days 00:01:26.124000,35.0,3.0,,,0 days 00:00:27.914000,0 days 00:00:29.682000,0 days 00:00:28.528000,0 days 02:22:38.691000,0 days 02:23:08.373000,0 days 02:23:36.901000,297.0,310.0,313.0,313.0,True,MEDIUM,8.0,True,Williams,0 days 02:22:10.672000,,1,15.0,,,False,True
0 days 02:25:02.896000,SAI,55,0 days 00:01:26.100000,36.0,3.0,,,0 days 00:00:27.930000,0 days 00:00:29.639000,0 days 00:00:28.531000,0 days 02:24:04.831000,0 days 02:24:34.470000,0 days 02:25:03.001000,295.0,310.0,312.0,313.0,True,MEDIUM,9.0,True,Williams,0 days 02:23:36.796000,,1,15.0,,,False,True
0 days 02:26:28.806000,SAI,55,0 days 00:01:25.910000,37.0,3.0,,,0 days 00:00:27.890000,0 days 00:00:29.585000,0 days 00:00:28.435000,0 days 02:25:30.891000,0 days 02:26:00.476000,0 days 02:26:28.911000,296.0,309.0,308.0,312.0,True,MEDIUM,10.0,True,Williams,0 days 02:25:02.896000,,1,15.0,,,False,True
0 days 02:27:54.578000,SAI,55,0 days 00:01:25.772000,38.0,3.0,,,0 days 00:00:27.822000,0 days 00:00:29.527000,0 days 00:00:28.423000,0 days 02:26:56.733000,0 days 02:27:26.260000,0 days 02:27:54.683000,296.0,311.0,314.0,312.0,True,MEDIUM,11.0,True,Williams,0 days 02:26:28.806000,,1,15.0,,,False,True
0 days 02:29:20.813000,SAI,55,0 days 00:01:26.235000,39.0,3.0,,,0 days 00:00:27.914000,0 days 00:00:29.801000,0 days 00:00:28.520000,0 days 02:28:22.597000,0 days 02:28:52.398000,0 days 02:29:20.918000,296.0,310.0,313.0,313.0,False,MEDIUM,12.0,True,Williams,0 days 02:27:54.578000,,1,15.0,,,False,True
0 days 02:30:46.849000,SAI,55,0 days 00:01:26.036000,40.0,3.0,,,0 days 00:00:27.864000,0 days 00:00:29.716000,0 days 00:00:28.456000,0 days 02:29:48.782000,0 days 02:30:18.498000,0 days 02:30:46.954000,296.0,310.0,311.0,313.0,False,MEDIUM,13.0,True,Williams,0 days 02:29:20.813000,,1,15.0,,,False,True
0 days 02:32:12.779000,SAI,55,0 days 00:01:25.930000,41.0,3.0,,,0 days 00:00:27.902000,0 days 00:00:29.524000,0 days 00:00:28.504000,0 days 02:31:14.856000,0 days 02:31:44.380000,0 days 02:32:12.884000,296.0,311.0,309.0,313.0,False,MEDIUM,14.0,True,Williams,0 days 02:30:46.849000,,1,15.0,,,False,True
0 days 02:33:38.659000,SAI,55,0 days 00:01:25.880000,42.0,3.0,,,0 days 00:00:27.957000,0 days 00:00:29.555000,0 days 00:00:28.368000,0 days 02:32:40.841000,0 days 02:33:10.396000,0 days 02:33:38.764000,296.0,311.0,312.0,312.0,False,MEDIUM,15.0,True,Williams,0 days 02:32:12.779000,,1,15.0,,,False,True
0 days 02:35:05.049000,SAI,55,0 days 00:01:26.390000,43.0,3.0,,,0 days 00:00:28.439000,0 days 00:00:29.615000,0 days 00:00:28.336000,0 days 02:34:07.203000,0 days 02:34:36.818000,0 days 02:35:05.154000,295.0,311.0,311.0,312.0,False,MEDIUM,16.0,True,Williams,0 days 02:33:38.659000,,1,15.0,,,False,True
0 days 02:36:31.198000,SAI,55,0 days 00:01:26.149000,44.0,3.0,,,0 days 00:00:28.078000,0 days 00:00:29.713000,0 days 00:00:28.358000,0 days 02:35:33.232000,0 days 02:36:02.945000,0 days 02:36:31.303000,288.0,314.0,313.0,312.0,False,MEDIUM,17.0,True,Williams,0 days 02:35:05.049000,,1,15.0,,,False,True
0 days 02:37:57.296000,SAI,55,0 days 00:01:26.098000,45.0,3.0,,,0 days 00:00:27.866000,0 days 00:00:29.599000,0 days 00:00:28.633000,0 days 02:36:59.169000,0 days 02:37:28.768000,0 days 02:37:57.401000,300.0,321.0,323.0,318.0,False,MEDIUM,18.0,True,Williams,0 days 02:36:31.198000,,1,15.0,,,False,True
0 days 02:39:22.979000,SAI,55,0 days 00:01:25.683000,46.0,3.0,,,0 days 00:00:27.799000,0 days 00:00:29.430000,0 days 00:00:28.454000,0 days 02:38:25.200000,0 days 02:38:54.630000,0 days 02:39:23.084000,297.0,312.0,314.0,313.0,True,MEDIUM,19.0,True,Williams,0 days 02:37:57.296000,,1,14.0,,,False,True
0 days 02:40:48.762000,SAI,55,0 days 00:01:25.783000,47.0,3.0,,,0 days 00:00:28.016000,0 days 00:00:29.433000,0 days 00:00:28.334000,0 days 02:39:51.100000,0 days 02:40:20.533000,0 days 02:40:48.867000,295.0,312.0,313.0,310.0,False,MEDIUM,20.0,True,Williams,0 days 02:39:22.979000,,1,14.0,,,False,True
0 days 02:42:14.875000,SAI,55,0 days 00:01:26.113000,48.0,3.0,,,0 days 00:00:28.130000,0 days 00:00:29.587000,0 days 00:00:28.396000,0 days 02:41:16.997000,0 days 02:41:46.584000,0 days 02:42:14.980000,296.0,313.0,314.0,318.0,False,MEDIUM,21.0,True,Williams,0 days 02:40:48.762000,,1,14.0,,,False,True
0 days 02:43:40.722000,SAI,55,0 days 00:01:25.847000,49.0,3.0,,,0 days 00:00:27.830000,0 days 00:00:29.593000,0 days 00:00:28.424000,0 days 02:42:42.810000,0 days 02:43:12.403000,0 days 02:43:40.827000,300.0,316.0,315.0,311.0,False,MEDIUM,22.0,True,Williams,0 days 02:42:14.875000,,1,14.0,,,False,True
0 days 02:45:07.121000,SAI,55,0 days 00:01:26.399000,50.0,3.0,,,0 days 00:00:28.018000,0 days 00:00:29.843000,0 days 00:00:28.538000,0 days 02:44:08.845000,0 days 02:44:38.688000,0 days 02:45:07.226000,302.0,311.0,316.0,320.0,False,MEDIUM,23.0,True,Williams,0 days 02:43:40.722000,,1,13.0,,,False,True
0 days 02:46:33.378000,SAI,55,0 days 00:01:26.257000,51.0,3.0,,,0 days 00:00:28.088000,0 days 00:00:29.661000,0 days 00:00:28.508000,0 days 02:45:35.314000,0 days 02:46:04.975000,0 days 02:46:33.483000,294.0,310.0,311.0,307.0,False,MEDIUM,24.0,True,Williams,0 days 02:45:07.121000,,1,13.0,,,False,True
0 days 02:47:59.338000,SAI,55,0 days 00:01:25.960000,52.0,3.0,,,0 days 00:00:27.993000,0 days 00:00:29.530000,0 days 00:00:28.437000,0 days 02:47:01.476000,0 days 02:47:31.006000,0 days 02:47:59.443000,295.0,310.0,312.0,310.0,False,MEDIUM,25.0,True,Williams,0 days 02:46:33.378000,,1,13.0,,,False,True
0 days 02:49:25.302000,SAI,55,0 days 00:01:25.964000,53.0,3.0,,,0 days 00:00:28.054000,0 days 00:00:29.566000,0 days 00:00:28.344000,0 days 02:48:27.497000,0 days 02:48:57.063000,0 days 02:49:25.407000,296.0,309.0,315.0,310.0,False,MEDIUM,26.0,True,Williams,0 days 02:47:59.338000,,1,13.0,,,False,True
0 days 00:58:24.749000,RUS,63,0 days 00:01:28.774000,1.0,1.0,,,,0 days 00:00:29.938000,0 days 00:00:28.989000,,0 days 00:57:55.983000,0 days 00:58:24.923000,302.0,313.0,315.0,296.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:56:55.761000,,1,2.0,,,False,False
0 days 00:59:51.400000,RUS,63,0 days 00:01:26.651000,2.0,1.0,,,0 days 00:00:28.283000,0 days 00:00:29.678000,0 days 00:00:28.690000,0 days 00:58:53.111000,0 days 00:59:22.789000,0 days 00:59:51.479000,295.0,305.0,307.0,306.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:58:24.749000,,1,1.0,,,False,True
0 days 01:01:50.548000,RUS,63,0 days 00:01:59.148000,3.0,1.0,,0 days 01:01:46.838000,0 days 00:00:31.124000,0 days 00:00:40.730000,0 days 00:00:47.294000,0 days 01:00:22.603000,0 days 01:01:03.333000,0 days 01:01:50.627000,118.0,269.0,,304.0,False,MEDIUM,3.0,True,Mercedes,0 days 00:59:51.400000,,1245,1.0,,,False,False
0 days 01:34:28.984000,RUS,63,,4.0,2.0,0 days 01:32:33.054000,,,0 days 00:00:36.989000,0 days 00:00:37.463000,,0 days 01:33:51.600000,0 days 01:34:29.126000,250.0,260.0,103.0,250.0,False,HARD,1.0,True,Mercedes,0 days 01:32:24.927000,,1,1.0,,,False,False
0 days 01:37:49.167000,RUS,63,,5.0,2.0,,,,0 days 00:00:36.049000,0 days 00:00:39.056000,,0 days 01:37:10.190000,0 days 01:37:49.335000,264.0,288.0,148.0,207.0,False,HARD,2.0,True,Mercedes,0 days 01:34:28.984000,,1,1.0,,,False,False
0 days 01:40:35.345000,RUS,63,,6.0,2.0,,,,0 days 00:00:29.635000,0 days 00:00:28.619000,,0 days 01:40:07.029000,0 days 01:40:35.546000,296.0,303.0,304.0,290.0,False,HARD,3.0,True,Mercedes,0 days 01:37:49.167000,,12,1.0,,,False,False
0 days 01:42:01.785000,RUS,63,0 days 00:01:26.440000,7.0,2.0,,,0 days 00:00:28.261000,0 days 00:00:29.505000,0 days 00:00:28.674000,0 days 01:41:03.685000,0 days 01:41:33.190000,0 days 01:42:01.864000,295.0,303.0,305.0,304.0,True,HARD,4.0,True,Mercedes,0 days 01:40:35.345000,,1,1.0,,,False,True
0 days 01:43:27.878000,RUS,63,0 days 00:01:26.093000,8.0,2.0,,,0 days 00:00:28.184000,0 days 00:00:29.405000,0 days 00:00:28.504000,0 days 01:42:30.048000,0 days 01:42:59.453000,0 days 01:43:27.957000,294.0,304.0,302.0,306.0,True,HARD,5.0,True,Mercedes,0 days 01:42:01.785000,,1,1.0,,,False,True
0 days 01:44:54.373000,RUS,63,0 days 00:01:26.495000,9.0,2.0,,,0 days 00:00:28.441000,0 days 00:00:29.552000,0 days 00:00:28.502000,0 days 01:43:56.398000,0 days 01:44:25.950000,0 days 01:44:54.452000,296.0,302.0,302.0,306.0,False,HARD,6.0,True,Mercedes,0 days 01:43:27.878000,,1,1.0,,,False,True
0 days 01:46:20.678000,RUS,63,0 days 00:01:26.305000,10.0,2.0,,,0 days 00:00:28.306000,0 days 00:00:29.439000,0 days 00:00:28.560000,0 days 01:45:22.758000,0 days 01:45:52.197000,0 days 01:46:20.757000,297.0,301.0,308.0,305.0,False,HARD,7.0,True,Mercedes,0 days 01:44:54.373000,,1,1.0,,,False,True
0 days 01:47:47.308000,RUS,63,0 days 00:01:26.630000,11.0,2.0,,,0 days 00:00:28.198000,0 days 00:00:29.661000,0 days 00:00:28.771000,0 days 01:46:48.955000,0 days 01:47:18.616000,0 days 01:47:47.387000,295.0,300.0,305.0,305.0,False,HARD,8.0,True,Mercedes,0 days 01:46:20.678000,,1,1.0,,,False,True
0 days 01:49:14.660000,RUS,63,0 days 00:01:27.352000,12.0,2.0,,,0 days 00:00:28.708000,0 days 00:00:30.161000,0 days 00:00:28.483000,0 days 01:48:16.095000,0 days 01:48:46.256000,0 days 01:49:14.739000,307.0,313.0,315.0,305.0,False,HARD,9.0,True,Mercedes,0 days 01:47:47.308000,,1,2.0,,,False,True
0 days 01:50:40.802000,RUS,63,0 days 00:01:26.142000,13.0,2.0,,,0 days 00:00:27.854000,0 days 00:00:29.804000,0 days 00:00:28.484000,0 days 01:49:42.593000,0 days 01:50:12.397000,0 days 01:50:40.881000,309.0,318.0,320.0,318.0,False,HARD,10.0,True,Mercedes,0 days 01:49:14.660000,,1,2.0,,,False,True
0 days 01:52:07.351000,RUS,63,0 days 00:01:26.549000,14.0,2.0,,,0 days 00:00:27.948000,0 days 00:00:29.909000,0 days 00:00:28.692000,0 days 01:51:08.829000,0 days 01:51:38.738000,0 days 01:52:07.430000,306.0,313.0,322.0,317.0,False,HARD,11.0,True,Mercedes,0 days 01:50:40.802000,,1,2.0,,,False,True
0 days 01:53:33.124000,RUS,63,0 days 00:01:25.773000,15.0,2.0,,,0 days 00:00:27.830000,0 days 00:00:29.456000,0 days 00:00:28.487000,0 days 01:52:35.260000,0 days 01:53:04.716000,0 days 01:53:33.203000,302.0,296.0,317.0,322.0,True,HARD,12.0,True,Mercedes,0 days 01:52:07.351000,,1,1.0,,,False,True
0 days 01:54:58.866000,RUS,63,0 days 00:01:25.742000,16.0,2.0,,,0 days 00:00:27.883000,0 days 00:00:29.445000,0 days 00:00:28.414000,0 days 01:54:01.086000,0 days 01:54:30.531000,0 days 01:54:58.945000,296.0,301.0,310.0,302.0,True,HARD,13.0,True,Mercedes,0 days 01:53:33.124000,,1,1.0,,,False,True
0 days 01:56:24.450000,RUS,63,0 days 00:01:25.584000,17.0,2.0,,,0 days 00:00:27.906000,0 days 00:00:29.296000,0 days 00:00:28.382000,0 days 01:55:26.851000,0 days 01:55:56.147000,0 days 01:56:24.529000,299.0,303.0,309.0,300.0,True,HARD,14.0,True,Mercedes,0 days 01:54:58.866000,,1,1.0,,,False,True
0 days 01:57:50.602000,RUS,63,0 days 00:01:26.152000,18.0,2.0,,,0 days 00:00:28.236000,0 days 00:00:29.662000,0 days 00:00:28.254000,0 days 01:56:52.765000,0 days 01:57:22.427000,0 days 01:57:50.681000,310.0,313.0,315.0,300.0,False,HARD,15.0,True,Mercedes,0 days 01:56:24.450000,,1,2.0,,,False,True
0 days 01:59:16.404000,RUS,63,0 days 00:01:25.802000,19.0,2.0,,,0 days 00:00:28.223000,0 days 00:00:29.281000,0 days 00:00:28.298000,0 days 01:58:18.904000,0 days 01:58:48.185000,0 days 01:59:16.483000,298.0,312.0,323.0,320.0,False,HARD,16.0,True,Mercedes,0 days 01:57:50.602000,,1,2.0,,,False,True
0 days 02:00:42.010000,RUS,63,0 days 00:01:25.606000,20.0,2.0,,,0 days 00:00:27.607000,0 days 00:00:29.429000,0 days 00:00:28.570000,0 days 01:59:44.090000,0 days 02:00:13.519000,0 days 02:00:42.089000,298.0,318.0,320.0,319.0,False,HARD,17.0,True,Mercedes,0 days 01:59:16.404000,,1,2.0,,,False,True
0 days 02:02:07.778000,RUS,63,0 days 00:01:25.768000,21.0,2.0,,,0 days 00:00:27.801000,0 days 00:00:29.611000,0 days 00:00:28.356000,0 days 02:01:09.890000,0 days 02:01:39.501000,0 days 02:02:07.857000,311.0,318.0,322.0,322.0,False,HARD,18.0,True,Mercedes,0 days 02:00:42.010000,,1,2.0,,,False,True
0 days 02:03:34.274000,RUS,63,0 days 00:01:26.496000,22.0,2.0,,,0 days 00:00:27.868000,0 days 00:00:30.051000,0 days 00:00:28.577000,0 days 02:02:35.725000,0 days 02:03:05.776000,0 days 02:03:34.353000,303.0,317.0,320.0,315.0,False,HARD,19.0,True,Mercedes,0 days 02:02:07.778000,,1,2.0,,,False,True
0 days 02:05:00.101000,RUS,63,0 days 00:01:25.827000,23.0,2.0,,,0 days 00:00:27.903000,0 days 00:00:29.317000,0 days 00:00:28.607000,0 days 02:04:02.256000,0 days 02:04:31.573000,0 days 02:05:00.180000,300.0,307.0,301.0,315.0,False,HARD,20.0,True,Mercedes,0 days 02:03:34.274000,,1,1.0,,,False,True
0 days 02:06:25.743000,RUS,63,0 days 00:01:25.642000,24.0,2.0,,,0 days 00:00:28.418000,0 days 00:00:29.091000,0 days 00:00:28.133000,0 days 02:05:28.598000,0 days 02:05:57.689000,0 days 02:06:25.822000,293.0,309.0,304.0,298.0,False,HARD,21.0,True,Mercedes,0 days 02:05:00.101000,,1,1.0,,,False,True
0 days 02:07:51.088000,RUS,63,0 days 00:01:25.345000,25.0,2.0,,,0 days 00:00:28.236000,0 days 00:00:29.022000,0 days 00:00:28.087000,0 days 02:06:54.058000,0 days 02:07:23.080000,0 days 02:07:51.167000,294.0,309.0,306.0,301.0,True,HARD,22.0,True,Mercedes,0 days 02:06:25.743000,,1,1.0,,,False,True
0 days 02:09:16.593000,RUS,63,0 days 00:01:25.505000,26.0,2.0,,,0 days 00:00:28.192000,0 days 00:00:29.089000,0 days 00:00:28.224000,0 days 02:08:19.359000,0 days 02:08:48.448000,0 days 02:09:16.672000,293.0,309.0,304.0,302.0,False,HARD,23.0,True,Mercedes,0 days 02:07:51.088000,,1,1.0,,,False,True
0 days 02:10:42.110000,RUS,63,0 days 00:01:25.517000,27.0,2.0,,,0 days 00:00:28.263000,0 days 00:00:29.067000,0 days 00:00:28.187000,0 days 02:09:44.935000,0 days 02:10:14.002000,0 days 02:10:42.189000,293.0,309.0,305.0,301.0,False,HARD,24.0,True,Mercedes,0 days 02:09:16.593000,,1,1.0,,,False,True
0 days 02:12:27.809000,RUS,63,0 days 00:01:45.699000,28.0,2.0,,,0 days 00:00:28.458000,0 days 00:00:39.127000,0 days 00:00:38.114000,0 days 02:11:10.647000,0 days 02:11:49.774000,0 days 02:12:27.888000,293.0,248.0,219.0,302.0,False,HARD,25.0,True,Mercedes,0 days 02:10:42.110000,,126,1.0,,,False,False
0 days 02:14:06.184000,RUS,63,0 days 00:01:38.375000,29.0,2.0,,,0 days 00:00:40.025000,0 days 00:00:29.669000,0 days 00:00:28.681000,0 days 02:13:07.913000,0 days 02:13:37.582000,0 days 02:14:06.263000,279.0,283.0,315.0,180.0,False,HARD,26.0,True,Mercedes,0 days 02:12:27.809000,,671,1.0,,,False,False
0 days 02:15:31.844000,RUS,63,0 days 00:01:25.660000,30.0,2.0,,,0 days 00:00:28.282000,0 days 00:00:29.203000,0 days 00:00:28.175000,0 days 02:14:34.545000,0 days 02:15:03.748000,0 days 02:15:31.923000,293.0,306.0,315.0,304.0,False,HARD,27.0,True,Mercedes,0 days 02:14:06.184000,,1,1.0,,,False,True
0 days 02:16:57.413000,RUS,63,0 days 00:01:25.569000,31.0,2.0,,,0 days 00:00:28.118000,0 days 00:00:29.262000,0 days 00:00:28.189000,0 days 02:16:00.041000,0 days 02:16:29.303000,0 days 02:16:57.492000,293.0,305.0,317.0,304.0,False,HARD,28.0,True,Mercedes,0 days 02:15:31.844000,,1,1.0,,,False,True
0 days 02:18:22.753000,RUS,63,0 days 00:01:25.340000,32.0,2.0,,,0 days 00:00:28.039000,0 days 00:00:29.149000,0 days 00:00:28.152000,0 days 02:17:25.531000,0 days 02:17:54.680000,0 days 02:18:22.832000,292.0,306.0,316.0,306.0,True,HARD,29.0,True,Mercedes,0 days 02:16:57.413000,,1,1.0,,,False,True
0 days 02:19:48.157000,RUS,63,0 days 00:01:25.404000,33.0,2.0,,,0 days 00:00:28.026000,0 days 00:00:29.166000,0 days 00:00:28.212000,0 days 02:18:50.858000,0 days 02:19:20.024000,0 days 02:19:48.236000,293.0,306.0,315.0,306.0,False,HARD,30.0,True,Mercedes,0 days 02:18:22.753000,,1,1.0,,,False,True
0 days 02:21:13.569000,RUS,63,0 days 00:01:25.412000,34.0,2.0,,,0 days 00:00:28.092000,0 days 00:00:29.249000,0 days 00:00:28.071000,0 days 02:20:16.328000,0 days 02:20:45.577000,0 days 02:21:13.648000,293.0,306.0,317.0,304.0,False,HARD,31.0,True,Mercedes,0 days 02:19:48.157000,,1,1.0,,,False,True
0 days 02:22:38.865000,RUS,63,0 days 00:01:25.296000,35.0,2.0,,,0 days 00:00:27.993000,0 days 00:00:29.199000,0 days 00:00:28.104000,0 days 02:21:41.641000,0 days 02:22:10.840000,0 days 02:22:38.944000,294.0,306.0,318.0,304.0,True,HARD,32.0,True,Mercedes,0 days 02:21:13.569000,,1,1.0,,,False,True
0 days 02:24:04.088000,RUS,63,0 days 00:01:25.223000,36.0,2.0,,,0 days 00:00:28.028000,0 days 00:00:29.162000,0 days 00:00:28.033000,0 days 02:23:06.972000,0 days 02:23:36.134000,0 days 02:24:04.167000,294.0,306.0,316.0,306.0,True,HARD,33.0,True,Mercedes,0 days 02:22:38.865000,,1,1.0,,,False,True
0 days 02:25:29.425000,RUS,63,0 days 00:01:25.337000,37.0,2.0,,,0 days 00:00:28.027000,0 days 00:00:29.229000,0 days 00:00:28.081000,0 days 02:24:32.194000,0 days 02:25:01.423000,0 days 02:25:29.504000,294.0,305.0,316.0,305.0,False,HARD,34.0,True,Mercedes,0 days 02:24:04.088000,,1,1.0,,,False,True
0 days 02:26:54.811000,RUS,63,0 days 00:01:25.386000,38.0,2.0,,,0 days 00:00:28.146000,0 days 00:00:29.176000,0 days 00:00:28.064000,0 days 02:25:57.650000,0 days 02:26:26.826000,0 days 02:26:54.890000,294.0,307.0,316.0,305.0,False,HARD,35.0,True,Mercedes,0 days 02:25:29.425000,,1,1.0,,,False,True
0 days 02:28:19.829000,RUS,63,0 days 00:01:25.018000,39.0,2.0,,,0 days 00:00:27.908000,0 days 00:00:29.170000,0 days 00:00:27.940000,0 days 02:27:22.798000,0 days 02:27:51.968000,0 days 02:28:19.908000,294.0,306.0,317.0,305.0,True,HARD,36.0,True,Mercedes,0 days 02:26:54.811000,,1,1.0,,,False,True
0 days 02:29:44.923000,RUS,63,0 days 00:01:25.094000,40.0,2.0,,,0 days 00:00:27.888000,0 days 00:00:29.211000,0 days 00:00:27.995000,0 days 02:28:47.796000,0 days 02:29:17.007000,0 days 02:29:45.002000,294.0,306.0,317.0,306.0,False,HARD,37.0,True,Mercedes,0 days 02:28:19.829000,,1,1.0,,,False,True
0 days 02:31:10.254000,RUS,63,0 days 00:01:25.331000,41.0,2.0,,,0 days 00:00:28.132000,0 days 00:00:29.190000,0 days 00:00:28.009000,0 days 02:30:13.134000,0 days 02:30:42.324000,0 days 02:31:10.333000,293.0,306.0,318.0,306.0,False,HARD,38.0,True,Mercedes,0 days 02:29:44.923000,,1,1.0,,,False,True
0 days 02:32:35.391000,RUS,63,0 days 00:01:25.137000,42.0,2.0,,,0 days 00:00:28.148000,0 days 00:00:28.990000,0 days 00:00:27.999000,0 days 02:31:38.481000,0 days 02:32:07.471000,0 days 02:32:35.470000,293.0,307.0,317.0,307.0,False,HARD,39.0,True,Mercedes,0 days 02:31:10.254000,,1,1.0,,,False,True
0 days 02:34:00.652000,RUS,63,0 days 00:01:25.261000,43.0,2.0,,,0 days 00:00:28.208000,0 days 00:00:29.093000,0 days 00:00:27.960000,0 days 02:33:03.678000,0 days 02:33:32.771000,0 days 02:34:00.731000,293.0,309.0,316.0,307.0,False,HARD,40.0,True,Mercedes,0 days 02:32:35.391000,,1,1.0,,,False,True
0 days 02:35:25.780000,RUS,63,0 days 00:01:25.128000,44.0,2.0,,,0 days 00:00:28.007000,0 days 00:00:29.190000,0 days 00:00:27.931000,0 days 02:34:28.738000,0 days 02:34:57.928000,0 days 02:35:25.859000,293.0,308.0,318.0,306.0,False,HARD,41.0,True,Mercedes,0 days 02:34:00.652000,,1,1.0,,,False,True
0 days 02:36:50.963000,RUS,63,0 days 00:01:25.183000,45.0,2.0,,,0 days 00:00:28.104000,0 days 00:00:29.175000,0 days 00:00:27.904000,0 days 02:35:53.963000,0 days 02:36:23.138000,0 days 02:36:51.042000,294.0,308.0,317.0,306.0,False,HARD,42.0,True,Mercedes,0 days 02:35:25.780000,,1,1.0,,,False,True
0 days 02:38:15.924000,RUS,63,0 days 00:01:24.961000,46.0,2.0,,,0 days 00:00:27.979000,0 days 00:00:29.073000,0 days 00:00:27.909000,0 days 02:37:19.021000,0 days 02:37:48.094000,0 days 02:38:16.003000,295.0,310.0,318.0,307.0,True,HARD,43.0,True,Mercedes,0 days 02:36:50.963000,,1,1.0,,,False,True
0 days 02:39:40.785000,RUS,63,0 days 00:01:24.861000,47.0,2.0,,,0 days 00:00:27.927000,0 days 00:00:29.010000,0 days 00:00:27.924000,0 days 02:38:43.930000,0 days 02:39:12.940000,0 days 02:39:40.864000,295.0,309.0,319.0,308.0,True,HARD,44.0,True,Mercedes,0 days 02:38:15.924000,,1,1.0,,,False,True
0 days 02:41:06.061000,RUS,63,0 days 00:01:25.276000,48.0,2.0,,,0 days 00:00:27.948000,0 days 00:00:29.209000,0 days 00:00:28.119000,0 days 02:40:08.812000,0 days 02:40:38.021000,0 days 02:41:06.140000,295.0,311.0,325.0,308.0,False,HARD,45.0,True,Mercedes,0 days 02:39:40.785000,,1,1.0,,,False,True
0 days 02:42:34.036000,RUS,63,0 days 00:01:27.975000,49.0,2.0,,,0 days 00:00:30.400000,0 days 00:00:29.500000,0 days 00:00:28.075000,0 days 02:41:36.540000,0 days 02:42:06.040000,0 days 02:42:34.115000,303.0,309.0,318.0,314.0,False,HARD,46.0,True,Mercedes,0 days 02:41:06.061000,,1,1.0,,,False,True
0 days 02:44:00.242000,RUS,63,0 days 00:01:26.206000,50.0,2.0,,,0 days 00:00:27.906000,0 days 00:00:29.818000,0 days 00:00:28.482000,0 days 02:43:02.021000,0 days 02:43:31.839000,0 days 02:44:00.321000,306.0,313.0,318.0,310.0,False,HARD,47.0,True,Mercedes,0 days 02:42:34.036000,,1,2.0,,,False,True
0 days 02:45:24.632000,RUS,63,0 days 00:01:24.390000,51.0,2.0,,,0 days 00:00:27.603000,0 days 00:00:28.967000,0 days 00:00:27.820000,0 days 02:44:27.924000,0 days 02:44:56.891000,0 days 02:45:24.711000,312.0,324.0,327.0,314.0,True,HARD,48.0,True,Mercedes,0 days 02:44:00.242000,,1,2.0,,,False,True
0 days 02:46:49.609000,RUS,63,0 days 00:01:24.977000,52.0,2.0,,,0 days 00:00:27.669000,0 days 00:00:29.201000,0 days 00:00:28.107000,0 days 02:45:52.380000,0 days 02:46:21.581000,0 days 02:46:49.688000,306.0,314.0,318.0,321.0,False,HARD,49.0,True,Mercedes,0 days 02:45:24.632000,,1,2.0,,,False,True
0 days 02:48:15.095000,RUS,63,0 days 00:01:25.486000,53.0,2.0,,,0 days 00:00:27.762000,0 days 00:00:29.245000,0 days 00:00:28.479000,0 days 02:47:17.450000,0 days 02:47:46.695000,0 days 02:48:15.174000,305.0,311.0,309.0,316.0,False,HARD,50.0,True,Mercedes,0 days 02:46:49.609000,,1,2.0,,,False,True
0 days 00:58:33.700000,BOT,77,0 days 00:01:37.725000,1.0,1.0,,,,0 days 00:00:32.915000,0 days 00:00:31.030000,,0 days 00:58:02.811000,0 days 00:58:34.037000,302.0,300.0,316.0,246.0,False,SOFT,1.0,True,Cadillac,0 days 00:56:55.761000,,1,21.0,,,False,False
0 days 01:00:05.595000,BOT,77,0 days 00:01:31.895000,2.0,1.0,,,0 days 00:00:29.832000,0 days 00:00:31.683000,0 days 00:00:30.380000,0 days 00:59:03.673000,0 days 00:59:35.356000,0 days 01:00:05.736000,284.0,304.0,316.0,285.0,True,SOFT,2.0,True,Cadillac,0 days 00:58:33.700000,,12,20.0,,,False,True
0 days 01:02:45.515000,BOT,77,,3.0,1.0,,0 days 01:02:37.857000,0 days 00:00:44.645000,0 days 00:00:50.296000,0 days 00:01:04.978000,0 days 01:00:50.400000,0 days 01:01:40.775000,0 days 01:02:45.656000,124.0,162.0,,318.0,False,SOFT,3.0,True,Cadillac,0 days 01:00:05.595000,,245,19.0,,,False,False
0 days 01:35:17.714000,BOT,77,,4.0,2.0,0 days 01:33:19.647000,,,0 days 00:00:34.053000,0 days 00:00:47.964000,,0 days 01:34:29.891000,0 days 01:35:17.924000,252.0,241.0,40.0,199.0,False,MEDIUM,1.0,True,Cadillac,0 days 01:32:24.927000,,1,19.0,,,False,False
